100000 500
739023581 813609278 8622
-283135094 -208173021 765
273852567 761965150 9657
819687904 829856484 5701
-43244664 667597147 9752
439783480 593273168 5228
415065083 572416933 3196
20732538 916322714 142
500268753 646688816 3401
-731920624 858781721 4437
140232280 310991752 8830
-768737517 108713213 9186
727546429 888122269 1137
147270479 232425766 7622
99111857 922280791 4532
866423675 920987047 3261
-461275650 485915553 4744
-142617377 157841243 4329
-61445992 16340661 165
-337102089 299993886 5447
851518505 884239147 1409
-795367269 685014355 9181
-659096535 -108951874 1465
464221637 960630318 5746
-610202843 945912625 8171
951682797 970811660 9265
-687321065 -181960247 9377
158028765 549490935 2814
52855335 560750894 3110
-355893895 445733068 204
-936343986 -449244970 4366
-267637530 -35243067 3612
283961893 512370043 2594
-660909120 -624726935 3552
-942524363 -611576396 8612
-394705906 -232817949 9645
419580475 435908425 5704
875299544 876807086 4051
710017894 932739984 6827
-528060974 958112340 9652
829055550 962558965 5102
-866205098 -23326140 7325
363737481 727556120 5777
902575186 930974135 8453
-980331844 439864424 116
-216804542 241372245 2044
-271721262 282680404 2328
-592294639 969855530 9306
715092058 802165978 6586
-239044631 -46168969 1478
733629604 812266114 9364
-195653481 549514924 9949
-216279963 580773764 2428
-482760540 37303065 6821
134962838 391771808 9983
324322092 734154393 7189
392578685 935203619 3876
-756497885 -87928936 2853
601804342 720172769 8425
50295272 940160380 8630
-295474450 511696265 7972
186530714 978379472 8994
344908041 510737656 4297
80430989 972304449 841
-397420292 533790512 1536
810669508 899417181 3541
236310015 743817030 631
490700806 558744102 4789
-144796210 832697956 8539
-299491516 -154948134 1449
-688063608 -428946774 164
156736641 607849570 5743
-373214721 896306609 9131
-195584116 222622722 2929
650777387 878585234 2441
-166549892 686303042 1919
-351571309 78085148 1044
-286787911 30538005 4650
158961464 797171300 6119
-302873546 62865413 1286
-456131628 11489856 1097
809923029 918143938 7186
-45578567 61787899 7038
-282838056 921575129 502
-998075223 -71107144 1455
435256792 823536479 609
-790175890 -418741807 7462
840889147 855161492 912
-911534917 -368287959 204
307910034 813783181 9558
62500602 542173940 5010
-948492380 -503147198 9676
-835569662 799623387 6001
-16657779 922195800 8692
-421824685 830447213 8116
-317741219 496846947 2016
186210970 246152073 929
64420905 324614444 4743
189207483 981160672 9120
423448536 663816581 9996
-160048144 -20319825 5735
-724348185 834722217 4624
-866763061 303408791 8253
632369238 933794682 4282
997914904 999683449 6777
707193688 910711832 4111
-853133248 891563963 5674
783712429 968809596 2110
-409054459 873025942 3082
-224288884 286620714 4865
889572004 945950815 7695
413266026 961831261 635
336972831 517678989 7604
-203130280 120086044 8919
764943406 944521681 3057
-423455248 504476248 707
947560320 979748801 167
-107252302 432678389 8081
864824216 920133051 8596
148081229 508094456 1999
475091981 733132998 1758
-711677934 336306475 6530
-813398640 359478182 5077
-319226926 48591287 2065
-743234784 -469025940 8363
485226971 911606747 436
-570369434 -201924890 2731
-882048106 801148602 1585
-767064216 -536326216 405
-547513492 276199758 8699
-201738596 861022231 9719
-542818210 -507962034 2855
-261402069 -28017671 8474
-557523057 -357743728 61
571940755 795693722 4561
413011416 877852548 3927
-964225293 -529406147 6634
270353438 751037729 7749
116291611 156909012 9680
-977393553 916981813 8381
-181439762 739062508 402
-901475627 817629968 1182
-306165317 668694182 5119
-505071436 422480895 4322
637083323 790412794 624
526489529 532025722 257
-448924280 592591890 6892
403529404 587431118 1492
-330437556 38883141 764
296689298 752566439 3047
-914974412 -719142441 360
-72707784 841751730 557
746979275 826083230 6568
734502527 917166162 9117
-501285599 699140767 7084
320442422 765673112 9373
771478933 880642914 5223
-862474418 210234460 2702
109159217 955531543 8220
463434743 789932958 4939
298202109 660892639 2920
537021036 640060302 2157
912912477 962847853 4678
783476999 897345075 3045
-894827336 -513484175 798
-139280229 382550935 6328
-773096219 -48378509 9905
850585604 905269549 5753
642133066 712468836 6892
-723622963 338922435 8277
75541078 176334358 7316
762593520 945167589 6075
275044253 304591168 220
-515169957 -384898162 4297
720347520 828743615 8849
-978130746 164315989 4122
-76188734 405024008 7767
900548391 923909867 4220
782488127 980915525 7488
246288594 644753323 5896
214799136 628622193 8658
-364140738 147960495 6255
935399574 936937397 1049
468860390 497305148 4498
301489305 942269393 2467
-603811473 894780111 3348
-368241530 342243050 7393
-653950980 701398056 7983
-410660423 21124079 1764
898757380 948563494 2429
-872723322 -231974142 4778
375583881 574665622 4750
601859233 794367256 4863
673681236 682468084 8042
-62276093 886370986 6825
813917474 897700664 3308
186235779 458327964 2352
-351917671 -252907610 5728
-492442562 -223470350 9761
208704928 227062726 5390
-789296351 660781995 3546
-775807078 -459470133 2111
-82570113 662679010 9594
-102456413 413591594 7049
368615078 923993245 4902
-886702933 -82833590 8914
-971160568 -514116302 3652
-155183065 490918406 3711
263509648 732118751 9892
524157834 895258662 4726
427594030 457435946 1949
-360385560 656840983 14
680768213 835326145 752
491025485 638915236 1744
945029055 975941163 8438
-667346583 989728236 2298
-89689669 819362272 8612
959673197 961943418 1575
-453897010 -438501989 8092
632712279 981900027 1859
-905297160 804874015 2252
860425047 886540541 5043
5637621 119865441 2066
-443502364 982181878 9503
231130614 673302551 665
98197489 326703574 5985
787312028 870579520 4060
-21187935 678034663 5859
449487666 890806131 6874
946762377 988657929 1007
629732116 990373945 6415
-400803553 928382532 2267
324808984 442654739 9924
83505788 418233679 5720
106563935 293079747 2464
394556072 910218132 5466
-96449352 165150328 3782
395581014 924039175 727
772026535 791156912 2488
876736837 888339760 9955
-904904324 -231866878 9797
-25682881 69600812 9027
-837262092 -784151629 2620
256597046 963404929 4506
-969730135 392440709 2485
-737613764 846165664 6574
-842189545 373779219 8074
338417878 733140256 5723
-444565294 407084336 9398
932235637 958033529 806
386065820 616448009 3636
-245019122 262070728 2670
566341350 949959929 6992
-172708868 -26616580 1589
710436037 999972895 1925
989692199 996441468 273
-189525338 128719302 2978
-167326731 765469960 2584
876123309 944576965 127
-148033438 275626513 9549
930459687 971014979 4676
634972072 877397755 7957
-60073227 666806600 686
226692650 864844177 8724
-886356580 49387874 3468
43660915 582155755 8421
-11261167 640772238 757
522972196 526657798 6184
693597185 745933261 9332
34798889 180063004 8047
-757665621 -724310847 5793
-183227465 222478864 4614
808107648 959881864 4666
-755310921 462236890 6680
-558201399 620035802 6045
-242718831 190151064 1895
5682596 89008415 8167
-24156988 212923304 5839
-717656680 56173733 1171
142779735 976889015 7048
925311405 941554743 3083
891926358 947952897 5790
37638144 671342792 2521
-834613416 -75109787 7594
-804447835 215023888 5019
-365300715 337640330 5756
-147780669 526150087 706
182875184 222540286 6488
780969899 866562209 1271
-384135228 461739643 7230
467737277 725692078 1417
931121616 989618768 3731
768692522 782273182 7153
-972909939 8202720 4623
-267914097 -222505195 1029
922576109 972013817 3758
-593541112 -198764558 1847
-286326198 484103964 672
759141659 763324281 8884
109975375 356377945 3682
-349365579 205718726 3684
683689857 986812938 8738
531006408 797172203 5158
-327460727 374194204 3622
461417580 474428521 469
-125059265 818293266 800
-54479709 -32525298 6961
428712388 443434863 5282
-841461871 92418943 2214
-804977691 -446281878 2314
291747141 557522486 9099
642371448 708047016 8927
-139172332 886438843 1568
76936340 592906040 1826
491151466 652111268 9687
906915087 974514610 5340
-219996915 705268294 7097
-459720893 414863700 3560
-88577696 40687867 2723
-743103471 273655244 1061
-474178848 580686203 2874
-279215545 22187692 7213
999032159 999801627 2567
211615085 669225093 8959
-36882381 267733523 9234
-815572379 739419445 6386
-879860195 864649606 1374
-554955758 613432528 6240
742247067 895152841 7401
267031539 641896819 2854
-191431441 -130304644 8265
742544883 895895677 7534
-722852671 -566041541 8867
229474440 891804367 1574
116187644 398247701 3723
-216019311 670774605 1496
683557526 773581928 8046
-939487266 -507803707 3414
487266043 587593401 3996
620614717 773007393 5481
169225851 343238246 1666
984085726 991711110 6463
-470106665 616791731 8506
148034231 358490015 9578
555365544 878740219 9085
-44884614 193879936 1258
-38332453 852776683 9563
-681154472 -495151719 4957
-894396637 -552862272 7257
-489374400 502370004 8699
-310260274 -209302471 2064
184106282 854408104 4763
657053842 939443518 6448
-894238088 99666631 513
733471932 968959819 4378
741765358 990535459 8804
568282956 878343712 600
78183897 444725841 1408
-207660398 864739817 8950
-630888668 450919336 9189
-542337053 676953089 2499
596731715 868145701 7465
692005605 946279347 5161
-367682599 929064876 2929
-463406798 917717706 8736
-362011335 928366783 7754
-471419224 926158035 1934
-683057334 -242527753 3723
105537183 613910220 7475
-874809603 9013567 3669
483193173 688857442 3352
-420240127 896557421 446
959702906 987108007 2147
478888954 797416681 9758
-202758953 -99152183 8325
685279511 748505163 320
-87839685 977683196 1473
-367873698 375224172 15
-956546075 -709903219 2914
889680217 996437741 3178
-391998671 955690594 7876
80001862 450781068 1786
-546155797 765066106 3817
-999847005 -968444923 5532
-908187857 -338488565 8096
716138352 932132808 4983
396469171 949988527 7380
-926275614 182515306 6508
-181127651 843402251 7822
-172548379 721819086 6157
-484477247 854663666 2258
989713506 993378178 3726
131960984 645507641 6124
-611986780 445348451 987
952419592 953256970 1046
-465734550 -435073410 517
-955634424 -757762136 7791
102489318 452546961 7491
332279094 545276903 1062
-679245588 142303598 3884
410964309 981145684 1169
530155450 917900268 2826
-529967274 296219871 5813
348667741 725350335 294
-256676217 -202815403 3598
-753743617 -181171469 349
-89331467 52482169 7958
-670172198 241843461 3355
-230846728 -26814849 9407
765602716 884515378 5612
-299432860 985948335 2567
452192972 689155364 2473
463537484 552022597 3003
-615530994 236563397 5949
672286761 827743024 3649
683229330 873029475 1863
216557793 833705396 2545
-336768236 441061833 3507
294385892 401556619 7024
-958074646 763766681 1213
402999096 623263013 8285
782356934 837189960 2452
-689655545 876538710 2872
-217297981 588540489 7155
105969572 610792238 5714
-740666768 -369589397 8113
-282386390 -33802114 5118
348749858 432966401 5463
23068984 689731733 152
-315739635 580762961 7773
-298326796 927968472 1035
-640961545 983165587 7606
764461210 840742720 2018
-991860381 -101337533 6817
-154088113 951741308 4131
627808365 753922112 9435
-401752562 905826176 5781
-142101679 -77292759 4151
742897388 810891280 5852
839957568 934814007 6396
-149890206 582721049 4052
-855578286 -319613961 2387
-286075650 389863890 5071
-192019016 592417563 4298
773181767 995899513 4207
34443447 737595717 8378
-363486622 670790346 3191
-986293994 -898176005 9108
-544611569 184332191 7636
-568092967 971223585 5252
-215537037 463992844 9555
-747364337 899675265 5760
-629984271 458122464 8313
-355688605 730956751 7280
240451253 687225515 75
-221857093 437174192 2646
-384833395 111423619 4422
163004730 668388122 8130
870585951 879335945 5424
382300197 836200957 1203
64372794 301663227 740
-669963419 -474161617 4411
-84973963 275556424 2147
-490441644 35542503 6546
-380612879 639430763 7585
907263433 987039776 4425
996803123 997349694 305
-769612963 -165365255 9375
206401635 531320061 8149
-760002636 158991077 861
614029366 697939974 6255
568181991 896419969 9111
45697609 416033856 1625
-4056428 370645732 5803
-798741822 952656556 8529
594825919 647979565 1009
94455599 113176930 321
-88492772 95706020 8086
-114469205 381561511 9233
523670075 632512346 8515
616515800 736935760 47
974490074 993259276 7085
-215659478 290095712 3057
5851916 99243637 7115
-99068193 411406191 1963
86798573 732080835 3691
278384413 707096914 5385
-828318486 -709135581 4751
327983392 789712433 5891
69402520 241155018 8230
-536348133 856949859 9300
616338969 934165688 990
-791454986 909967943 9042
-671627247 593567292 8336
718062398 759351249 1470
186816920 255564749 5681
36028342 892102246 3453
-968326973 414780804 1999
196671042 313519067 9902
-935952298 54071093 5631
160509259 545611566 4371
827358491 937682842 7449
420136552 890511670 5343
860229465 903078545 3823
450540912 583902471 577
-90743259 259414934 2523
-543045257 -482011074 7071
24303791 683820990 3282
696819953 976141517 7880
441545816 743694695 7157
-984885781 -442714702 7403
-196071774 345133899 4628
139012660 885565131 8200
699648575 752327179 3041
313100222 829698275 6462
445625751 972034190 8402
-806522797 847172241 1780
400264355 959460961 925
-470334544 339385156 2232
-6042167 259399524 3944
-440958037 435361807 9693
327581540 487559696 7454
-282902372 233695147 6214
129097465 889554371 9380
-130325021 21331273 486
-220052182 773131452 3917
-377492011 -176497032 9540
390532654 515007718 8191
866703633 947893216 4734
-992679743 743744642 4380
983469577 985423569 6564
24261426 284636255 6869
333603401 903078371 9409
334238304 837509312 8623
109563431 324883093 9010
792097368 918443658 4745
-365065356 915006206 8789
-269100670 647791367 5733
-615649421 85478844 1425
-591222242 258270656 5888
788508044 843638300 7097
691383126 959919688 5253
-391417449 457528133 6297
850456543 957417100 5931
776322699 945733647 430
-243923107 246244079 3268
-879401194 -450992428 8497
-723558955 485726214 4523
373533180 509288583 6261
440382941 467882111 694
472142743 826399893 4511
125794059 788453440 9093
587621323 883261754 6983
372901390 980902653 400
725765974 887480322 9381
998066445 998747274 9602
-827098508 955519223 5055
845472716 906481374 707
419640681 981863056 4600
-267840477 654529725 5715
532440675 687610691 6137
-228878237 341846359 8857
371484589 906975070 1711
-656251666 -358588181 4015
-617541400 907725355 9937
398974648 622736944 3526
-451605139 355362704 990
896882761 970904301 7735
662298248 855715740 5739
-614075290 -89123412 1684
47857814 62498704 9859
-345104780 479025081 2101
705155682 824931206 6145
-256998249 -51425039 6854
344297417 542221602 4267
-526998103 916459291 6478
-882053571 968576831 1392
-908606149 -422544593 971
256884564 912227382 6463
214844364 489228147 3753
-864886089 -728186878 5776
898916230 906338545 8639
592417164 767737609 7431
-348771303 798901369 4261
-215122936 234956688 6232
-329200632 -183426539 6619
404474472 688268615 5663
-928314473 564980188 2794
-871166621 -834255049 4282
-79608526 557516953 3758
-286483956 33882768 6295
-306159810 911115302 4442
-467305687 -107123614 3611
346849069 870644682 1276
625195123 786982933 2964
-541790364 958420716 6212
114278694 211345340 685
-800771655 -748979508 516
640776313 796765020 2325
-684364940 174821924 3613
-345320097 542059244 9194
-520758036 -454528598 9035
-160074791 -25044731 2808
-232869623 947541052 3494
-191945587 557728348 3265
923930980 960419202 5421
800208630 979045808 2272
557886340 618300472 9066
580550117 592241076 3901
901669559 930460560 5229
765321275 815879068 9527
314418454 786246174 1618
-754259301 -674481714 5856
-564866128 566148454 6619
-537429372 131290390 9117
902698816 988988029 5742
-682823197 407517580 673
836633892 866250607 7084
405367040 883555965 2978
-556517909 855499423 9192
830574677 918996360 1026
-487105904 19009794 1321
-961254892 -692255592 9990
-724100322 898312394 8381
-420527223 50551765 7636
494545320 586472981 853
-673807223 247985465 4573
987038106 999702557 8313
-409137028 -384371267 3646
-744617870 -369134634 9458
-519818219 -174450886 3473
257047720 740556964 2721
812677586 956775462 153
250184922 627261234 8837
-306038614 307459616 4779
881109563 960919573 5216
55490831 586023449 4428
114576145 519708673 2931
-292494561 528865585 9730
674525289 814312812 1554
-331216228 -79774997 254
-222524629 144079914 9387
921903228 989122657 129
476245745 773390228 7868
-733878485 492122297 5769
414867888 968632116 3618
-935439108 -386861273 4312
574279693 593655803 1486
617536076 676446760 9159
103917587 644069109 6107
-178918567 217819822 3172
264341939 436485115 7570
-149131799 181005237 2273
896290835 911164858 66
325210307 975448682 3742
-336311729 149472659 8599
-927690906 797749810 2659
-516118528 257836128 52
-764437682 -153703819 1814
151590913 577006291 1161
-696217643 -631974936 3434
-635347633 -203738154 6397
494186670 878231064 1938
-975049792 -58546438 9337
135885694 262448056 2489
-899758923 -392796639 3434
-132889973 423092722 1589
551952120 722364249 382
148884557 434853642 9890
-835964365 -801140535 2909
-946959382 316506918 1174
205689283 870451699 7660
-683524274 -157200131 7385
548754524 910510181 8710
-878756036 -486471085 4605
930246581 932535323 885
632425661 930196483 8056
-420994621 -144246057 5630
130240651 878249370 2126
-550304886 -467688434 2544
742644196 747075913 8592
-421980812 71888497 6357
-745220844 926899299 3042
554007881 846604424 5962
-574268639 167266063 966
-860451311 -461692653 417
238232088 805879750 4478
101160570 324805324 5777
541550076 647417632 9413
973375211 974952795 9504
-957203336 -17050078 2536
-718211418 -334616097 886
-695240149 -262085627 1267
-374368277 -338155457 1635
-861427412 2879340 6507
-935540081 -298195869 172
691566110 938042697 8528
418320123 895594654 1712
-545021876 796672459 9856
-195052496 800740096 8456
-132966687 -68337542 989
527858508 807417761 6576
-5449901 728638879 6342
169965110 240057262 4798
-829331794 507024940 651
891756910 988512326 8653
534796096 719466615 3285
124799514 957942944 1069
-797053151 -97128165 2527
-350308192 649543320 7309
352442809 983829276 645
-828266559 72998647 4303
540881737 549742098 8341
791242567 884095825 9126
-543784971 747404253 3354
-30606035 -21204326 4338
755632515 782424882 985
472626860 989971830 5753
-346933668 696227973 4694
-194218945 395732630 4344
-987141399 -854116085 4434
-913294829 330347728 7762
-228145848 173145008 6586
-998027888 -219484048 2408
-620000507 51577516 3236
992497155 998646500 856
243878180 892875841 9803
-837412356 -93139051 5605
391974128 859924667 6917
386245147 465444470 4494
-578605592 -503773558 3613
266690535 796713103 25
186784802 702196939 8821
923194592 976655185 8893
-203886710 -137678934 1156
-423581038 646423434 8456
-130653756 -114184562 1569
-189963413 270833787 5598
129109003 605500126 3901
989747223 995850415 9748
-759770898 -319165801 1887
-439839427 346231914 9201
820681183 900344080 3513
683171231 983888506 3917
-453881073 -96000584 8719
-405840803 958653281 2011
-216317992 29071282 1097
-262386226 724968947 3701
-846132291 -755723970 3573
40866759 172584712 1131
234663617 917646789 8709
909516437 936286229 8537
997507638 998381737 7139
331187208 496384221 2459
114625750 807966795 5355
-479855446 -454708258 4391
853921246 876101200 2598
-805801574 128116544 1332
-586386024 2121823 5316
-802084035 963742435 7011
-852367400 -164711812 4984
-932323839 749005238 8942
309244441 785894529 1646
-484888268 210361430 8378
366064463 528374873 6247
614184253 760876802 6241
368787577 793076002 7883
-864816542 -605852465 2346
-366924807 -90738026 3652
229864558 453536133 7105
-697034590 895988080 9917
-399036394 526812292 481
515600772 711136607 4345
483135261 649003870 704
-320116130 766628487 1304
-7711445 175480745 5207
844746705 929359319 6887
424860488 719927473 1941
675582687 999130157 8705
234740777 951321961 4718
411841128 730548313 3594
723413551 825314154 9420
28874078 154654227 6114
744684340 998331363 4880
784245296 978453306 2184
-300767205 -78696346 4642
832438809 833473974 1058
319351084 941066843 7552
-98422438 -36338852 2000
855665685 978476278 9708
384151774 449317320 9502
-922135712 -214364298 6457
-572714459 407022649 4319
733086230 773644160 3549
140952959 887096929 6162
168595646 778855277 7273
-465006371 933403517 274
834621819 948903006 3229
-790672760 574846419 5366
886494574 971793844 8498
-80301110 472939707 3353
-163466679 598709125 5329
73009738 333651312 2949
818018894 960383872 3044
51361142 107627360 8259
779274545 856247637 2953
-570190370 -114199491 5739
430461521 634571990 4181
69551268 951226002 575
-35378524 107740590 129
920639687 975352392 7274
227683400 983430723 8717
-355242097 -184102080 8328
-923451352 687066333 3452
235855565 551608673 2414
-926628951 912328495 9064
173559508 972488195 8312
-159365164 353983697 5808
-284940417 661941705 9638
882509942 996432075 5811
6061819 633375571 2514
-594902801 145767240 8973
173582170 560775226 9872
-253022997 347959734 8175
515057191 816601561 6743
121851623 570520850 5980
-363128636 802922061 9329
430100438 719866840 5506
784248867 839666970 1548
166066488 470479865 9492
886721755 949254583 5981
-420545032 394122061 1178
-923414965 -497321457 9492
612177759 720785217 325
-733855091 252016795 1183
905553656 907786986 9691
332129007 569151460 829
50150494 704027960 7671
692315373 739207562 7486
-193919307 -182611108 2621
-872349098 412584296 8872
-585275027 644554103 3056
-577291733 -29012981 5766
-689934119 81283825 7665
-583108296 -175565492 4257
-628923555 -566723639 8438
-790199898 -229929923 6138
549415876 835571149 2123
-526521753 33345153 8561
-254896743 946163541 9348
-185980482 64696059 638
475307209 888895247 8678
-658002721 358958845 4123
515244173 620037765 6790
-994903206 83209546 7521
379275435 569582072 8056
265394448 897663252 1555
4059157 588641233 7419
867140262 964256875 1379
-248877108 702619242 6718
-289028133 537580320 2567
-34978396 372916976 3025
-176182268 11753543 7150
397293925 712699178 9772
390278203 625681630 6928
668550312 862114547 1713
-140980566 -118603827 7207
-200959771 640227041 3709
-303568279 224807191 1489
-50934944 889628282 5990
-674502970 764610481 1948
-872953460 482681538 7497
760370481 975499777 4778
-554059646 558997647 4381
-258322895 324279673 8662
-100410888 653080072 2315
670324058 725601052 7976
-563608655 -436550639 3979
-870980436 -117914058 411
499053498 650736581 9337
938150783 978991071 600
378715789 801273437 1765
-964886312 -582448153 7440
182584997 732080753 1402
-4714713 354444861 8159
29261197 453713887 4311
-730692376 -33110690 5445
-315050590 -139944566 5638
-259776182 -61764103 6339
-453075806 280941135 2877
334743671 518100132 7526
730360060 808454415 1038
-144740001 661956782 5914
74434428 359500444 1971
-802290972 646872437 1981
-209058929 898237783 9113
843094001 915200290 6650
572014856 993879216 5098
16662125 312492088 2363
126829729 145145523 5789
300645625 382875902 8705
519000621 813343282 9918
549795553 723705780 9611
-554250213 178334138 8038
930236715 930543933 7356
471520840 590233133 844
-441683879 -2836572 5600
-470495900 229272467 3230
-564212714 -426565394 1356
773790663 983081100 4075
-384842900 144887421 7978
260121921 442437973 4981
775753013 990340487 7268
30118651 64536783 701
534301349 571520443 4134
-325267276 559822023 512
562199380 841912969 1705
268314261 823617920 7200
789227381 877945439 4090
362605189 913629794 3718
48991656 428263432 8547
179979798 239016942 2763
967751882 969005054 7285
698543185 750447988 5547
-933703832 -510056229 840
310686550 796330400 5127
316155849 463984064 6186
-919011441 230434168 7181
-378540877 519646350 9730
-270076434 13972758 4838
38407943 502613674 7377
34408799 99469117 9473
904838893 982152378 8553
-186405005 -1433168 8079
137375266 171045676 1525
220089199 726116953 4143
28702567 934515408 6506
321978836 574258174 5040
-101967400 850044006 9505
-926151102 483038776 7827
996827116 999953263 8917
844111475 845984869 8973
-204471868 -65091473 1504
-450867425 -351497110 4453
-278773382 268038725 7328
-820908454 240015760 6651
-81554365 508236070 3885
-916117004 -471018187 4864
-341843523 351240121 9140
-850640062 41465614 186
-154996294 790734145 5334
842176166 950643984 4465
-161260996 730919559 3182
173836455 927469066 8520
-123242485 965621262 9791
-892903739 405654132 9955
386980604 860727645 5073
752998456 833442683 5974
-352115570 -231895705 6424
878644950 981473028 561
735987393 871965224 2880
-739089866 862712894 5725
941458247 975798870 1168
-428852130 389676723 7145
781180478 822737817 3079
-126028722 414538958 875
-89010960 631883229 8038
573375371 620029820 8302
-898735334 -605870121 9916
-654052379 690587527 1983
-942749965 852500567 4310
65403563 949725246 2496
-332024478 -278846907 7542
623570760 788357686 2305
971708229 974200603 5748
-275867261 29615237 9701
21457203 628872370 3688
-434897918 -379787249 3961
-872298634 716368258 9474
-554799164 170090976 7515
-561520799 -513512620 8650
-215127018 947575792 3782
162788397 710603692 8780
-984172198 -204188625 3601
98812177 806771929 5321
-172244751 571647620 3922
295972624 742727310 3878
688989696 965205236 6871
849104580 955860459 3830
-955265676 -208788873 8492
909321500 921252074 4970
721598041 933126036 851
449306010 497104474 2308
80272024 955248367 7925
363759881 906620684 1668
637517065 687399009 2572
-510018047 -346717428 500
-481954018 476135350 2211
-942275497 40187753 9278
859282129 949064247 898
-493636397 -442803949 2027
622463974 855980876 3756
235084184 604810526 6442
-45285849 507892415 7791
-29857672 613216758 115
-196272479 426032891 8401
304991589 877456700 3063
188207459 517530247 8281
-318700965 851239226 9701
-30604969 332473326 2675
309425747 835163902 4624
-971641162 -673903693 7170
-400842592 -263819348 9486
788375363 978485883 5330
933075412 977325680 3577
-712775384 145179389 6398
188782822 737243018 5707
996660844 998200859 7716
-865825090 -490689824 9810
581006078 998784798 2933
-495580298 -96631409 711
-653984128 898268953 8625
292973147 826602084 274
207815365 483429499 4945
47668766 249322707 9905
804107470 992595569 4848
553466671 684023381 8958
-118571207 689914453 9027
790183600 836970913 5681
106031931 891169884 2218
513204353 514772080 6135
-566825628 288194229 2257
-298360832 456403401 5100
19896874 199530089 6152
663177119 873200296 626
-4596480 23832452 245
-743302558 -209708665 3451
927894548 933916191 6784
513567203 923408526 2300
450495258 874835824 10000
871257467 962924692 1003
423517964 913056913 5600
-982168935 667327031 8438
-283183415 694156047 5330
66782538 345156169 7022
-497453702 787543001 6589
-157886444 336695247 9397
537660874 999064300 5781
-587152371 373303055 8333
-267716022 -152220138 392
-45903688 727045325 7123
726377456 940807575 126
-339738333 672278849 8962
56460707 84696705 9308
524866881 830186278 9705
979267977 994207191 2888
-48518352 288406982 3495
450496181 675612257 300
-599899264 574085207 6797
360747335 466824258 2608
415942156 965292377 3775
489835435 852743760 1865
218497904 620814200 7543
-208802628 825131387 7006
-925634795 960227858 476
490182122 846652405 8122
147624384 964394946 2333
-724195301 405552322 7027
673573690 784899932 7332
-418522765 417550376 9477
525604072 687692233 9106
-300155322 157069604 9438
-262122178 -248899310 9343
427189761 537097933 9021
-491521212 -180108805 5200
-439403742 658162521 1859
411282885 860114479 8716
839256480 888451380 9503
-91925785 40510757 8587
551833815 985534121 5907
-588096886 866308256 6650
-545417190 435332906 9551
13134047 307889667 9197
-299426131 687413750 551
932674376 990639967 9846
738256297 991559697 4034
995619074 998709395 4127
-223529341 60156311 7211
-462923352 809467533 2269
636028963 801099521 8568
-700687950 -513239663 6549
-587593123 -165288162 3882
-101686785 298772174 5936
396475 770975084 9640
767565820 808013673 3989
735063877 899752195 7880
-5650083 121734097 7065
703256001 705225111 6384
-862009025 235723506 3991
-930118277 477042648 512
-933214930 -645580899 9842
-210520737 743206571 7240
120851545 479029420 3976
-788191332 130903845 4552
-718976814 586620436 4214
133993388 918066110 7124
729430069 999223878 936
286274523 387754408 1838
-499526659 22757647 1409
636316557 977806454 5650
560162163 969953571 8130
609496479 741701271 3966
476344227 887123987 1143
655957344 840395289 554
-953366778 686322456 9931
-996685221 932531653 2392
836074611 855690097 4106
-406513767 670727258 3470
-15765149 956039112 1598
182310615 295437217 7481
266584158 996386829 9573
618923966 725106388 1818
-411519096 817085781 3811
691690375 726458939 7132
276390876 805711137 7945
-111982573 510082409 3869
959189040 998238620 7861
564752272 565302199 934
-259757570 863824259 9602
906302477 945958133 7179
727870251 963769398 8957
-147359192 883973968 9226
-871489294 74166726 7277
980574337 982827653 1149
-565986628 771687449 3383
799979276 865496001 2332
-612837635 553282453 9448
719945169 788494344 6982
-827006720 -794365506 7553
-656448221 734136986 4076
-983956460 -841981584 9899
-876141099 647309770 3451
-905949648 659411617 1473
937984692 957618617 1614
-635234257 -587731963 6994
856044274 938425957 3831
510445518 655408086 9504
978505273 987834091 3185
-382759763 201755975 6597
-142146473 979603048 5543
189612501 255736770 9107
-470904603 77478191 1649
297623094 632623016 1095
-894019277 -822281501 3890
803556406 946564065 2569
826090781 876408459 6837
694872470 939388872 5261
765230833 993274601 3930
-43036685 887220392 7289
404725746 543920235 5517
396711955 836638785 543
-339157270 272299989 3161
106455908 658255970 1588
-248030494 49784815 679
-62958203 774267252 5907
-869853884 -360773375 8432
-847277039 -212788677 2833
220943551 413553500 512
-637809760 348692553 4933
-394717627 124593491 8323
721608327 991225410 4133
401145325 788014405 3556
204560754 252112789 8644
319195878 346120277 1675
337713414 983840961 1826
-769891984 824370249 8145
-375463507 794571737 9259
-415958898 944203291 8781
-97371485 199841806 13
-985974721 -602047053 9710
-611043578 133640258 9176
-428857638 697030961 773
-362948998 -250565283 2702
-28255135 289533443 1789
634602780 842659697 4614
8314351 564399447 1731
-575740170 322226519 3729
203892006 451669826 8471
-459963585 677918373 185
962818412 987789793 5163
674391577 975660662 9476
255413053 424792395 9606
458069121 883271737 4787
377379160 672568133 7565
-622783579 -518810896 784
-291822636 906337062 6182
499160934 729112624 737
160052937 948810010 9014
-592330475 -274686049 3043
-918092945 3642317 5257
-322623082 852716084 2839
-677809402 -567266236 3209
259481279 732188288 4741
-649403045 481735899 5287
-766854498 107263492 8486
764853750 932256747 7665
-299887005 461914266 5045
280291670 509363594 149
243547502 635527005 8139
217023217 697857494 2047
540985035 691739228 333
-858667517 395493689 7829
-298039162 16927619 6524
